,Directed by,Written by,Screenplay by,Story by,Produced by,Starring,Cinematography,Edited by,Music by,Productioncompany,Distributed by,Release dates,Running time,Country,Languages,Budget,Box office,Title,Based on,Language,Release date,Color process,Productioncompanies,Countries,Narrated by,Adaptation by,Suggested by,Narration by,Traditional Chinese,Simplified Chinese,Hanyu Pinyin,Hangul,Hanja,Revised Romanization,McCune–Reischauer,Kana,Revised Hepburn,French,Dialogue by,Literally,Country of origin,Original language,Producer,Release,Brazilian Portuguese,Polish,Danish,Native name,Born,Died,Occupation,Nationality,Period,Created by,Alias,Affiliation,Spouse,Religion,Origin,Italian,First appearance,Last appearance,Portrayed by,Gender,Family,Children,Resting place,Education,Years active,Known for,Board member of,Partner,Relatives,Awards,Spanish,Full name,Tenure,Cause of death,Burial,Issue,House,Father,Mother,Signature,Venerated in,Beatified,Canonized,Feast,Patronage,Voiced by,Reign,Coronation,Predecessor,Successor,Regents,Alma mater,Notable work,Spouses,Portuguese,Occupation(s),Literal meaning,Jyutping,German,Animation by,Kanji,Theme song by,Trade name,Company type,Industry,Predecessors,Founded,Founders,Headquarters,Number of locations,Area served,Key people,Products,Number of employees,Parent,Divisions,Subsidiaries,Website,Founder,Defunct,Layouts by,Original title,Genre(s),Published in,Publication date,Backgrounds by,Author,Cover artist,Genre,Publisher,Media type,OCLC,Preceded by,Followed by,Illustrator,Published,Pages,Related,Original work,Book(s),Film(s),Short film(s),Animated series,Direct-to-video,Video game(s),Toy(s),Voices of,Theme music composer,Composer,Producers,Network,Author(s),Current status/schedule,Launch date,Syndicate(s),Preceded by,Editor,Production company,ISBN,No. of series,No. of episodes,Director,Distributor,Released,Runtime,Set in,Dewey Decimal,LC Class,Text,Executive producers,Original languages,Production companies,Directed by,Produced by,Written by,Music by,Studio,Licensed by,Developer,Designed by,Engine,Platform,Hebrew,Presented by,No. of seasons,Occupations,Length,Label,Music,Lyrics,Book,Productions,Recorded,Screen story by,Additional dialogue by,Dialogues by,Visual effects by,Original screenplay by,Katakana,Norwegian,Episode no.,Featured music,Editing by,Original air date,po,Russian,Executive producer,Production locations,Editors,Also known as,Opening theme,Production location,Romanian,Ukrainian,Arabic,Swedish
4037,"Tony Ianzelo, , Torben Schioler",,,,"William Brind, , Tony Ianzelo, , Colin Low,  (exec.)",,Tony Ianzelo,"Torben Schioler, , Donald Douglas (sound)",Donald Douglas,National Film Board of Canada,,,57 minutes,Canada,,"$62,008",,https://en.wikipedia.org/wiki/High_Grass_Circus,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1976 (1976)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038,Harry Rasky,Harry Rasky,,,Harry Rasky,,Kenneth W. Gregg,Arla Saare,,,CBC,,88 minutes,Canada,,,,https://en.wikipedia.org/wiki/Homage_to_Chagall:_The_Colours_of_Love,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
June 19, 1977 (1977-06-19)
",,,,"Jean Gascon,  (French narrator), , James Mason,  (English narrator), , Joseph Wiseman,  (English narrator)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,"Jim Klein,  [de], , Miles Mogulescu, , Julia Reichert",,,,"Jim Klein, , Miles Mogulescu, , Julia Reichert",,"Tony Heriza, , Sherry Novick","Jim Klein, , Julia Reichert",,,New Day Films,,50 minutes,United States,,,,https://en.wikipedia.org/wiki/Union_Maids,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
February 4, 1976 (1976-02-04)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,Arnold Shapiro,Arnold Shapiro,,,Arnold Shapiro,,William Moffitt,Bob Niemack,,Golden West Television,Golden West Television,,52 minutes,United States,,,,https://en.wikipedia.org/wiki/Scared_Straight!,,English,"November 2, 1978",,,,Peter Falk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,Albert Lamorisse,,,,Albert Lamorisse,,Guy Tabary,"Denise de Casabianca	, , Claude Lamorisse",,,Ministry of Culture and Art,,71 minutes,France,,,,https://en.wikipedia.org/wiki/The_Lovers%27_Wind,,French,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1978 (1978)
",,,,Manuchehr Anvar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, Joan RootAlan Root",,,,", Joan RootAlan Root",,,,,Survival Anglia,ITV,,,United Kingdom,,,,https://en.wikipedia.org/wiki/Mysterious_Castles_of_Clay,,English,1978,,,,Orson Welles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043,"Jean-Pierre Dutilleux, , Luiz Carlos Saldanha","Jean-Pierre Dutilleux, , Luiz Carlos Saldanha, , Barry Hugh Williams",,,"Jean-Pierre Dutilleux, , Luiz Carlos Saldanha",,Luiz Carlos Saldanha,Vera Freire,,,,,84 minutes,,,,,https://en.wikipedia.org/wiki/Raoni,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1978 (1978)
",,,"France, , Belgium","Marlon Brando,  (English version), , Paulo César Peréio,  (Portuguese version), , Jacques Perrin,  (French version)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4044,Lorraine Gray,,,,"Anne Bohlen, , Lyn Goldfarb, , Lorraine Gray",,,,Steve Gray,Women's Labor History Film Project,New Day Films,,45 minutes,United States,,,,https://en.wikipedia.org/wiki/With_Babies_and_Banners:_Story_of_the_Women%27s_Emergency_Brigade,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1979 (1979)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,Ira Wohl,Ira Wohl,,,"Ira Wohl, [1]",,Tom McDonough,,,,International Film Exchange,,110 minutes,United States,,,,https://en.wikipedia.org/wiki/Best_Boy_(film),,,"1979,  (1979)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4046,David Vassar,"David Vassar, , Andrew Finley",,,"David Vassar, , Andrew Finley",,John Hiller,,,,PBS,,,United States,,,,https://en.wikipedia.org/wiki/Generation_on_the_Wind,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1979 (1979)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,Paul Cowan,Paul Cowan,,,"Jacques Bobet, , Robert Verrall",,"Georges Dufaux , ,  Pierre Letarte , ,  Tony Westman , ,  Paul Cowan","Paul Cowan , ,  Steven Kellar , ,  Jeepy Macadam , ,  Rosemarie Shapley",,National Film Board of Canada,National Film Board of Canada,,89 minutes,Canada,,"$840,000",,https://en.wikipedia.org/wiki/Going_the_Distance_(1979_film),,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
May 23, 1979 (1979-05-23)
",,,,"Michael Kane,  (English) , ,  , Jacques Fauteux,  (French)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4048,"Steve Singer,, , Tom Priestley","Brit Hume, , Michael Connor, , Steve Singer",,,"Tom Priestley, , Steve Singer","EPA Officials , Bill Sanjour,  and Hugh Kaufman, , LA Governor Edwin Edwards, , Environmentalist Lois Gibbs.",Greg Andracke,"Pat Cook, , Gerald Kline (as Gerald Klern), , Walter Esserfeld",,,ABC News,,50 minutes,United States,,,,https://en.wikipedia.org/wiki/The_Killing_Ground_(film),,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1979 (1979)
",,,,"Brit Hume,  (as Britt Hume)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4049,"Glenn Silber, , Barry Alexander Brown, [1]",,,,"Glenn Silber, , Barry Alexander Brown, [2]",,"Dan Lerner, Richard March",Chuck France,,,New Front Films,,100 minutes,United States,,,,https://en.wikipedia.org/wiki/The_War_at_Home_(1979_film),,English,1979,,Catalyst FilmsWisconsin Educational Television Network,,Blake Kellogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,Murray Lerner,,,,Walter Scheuer,"Isaac Stern, , David Golub","David Bridges, , Nick Knowland",Tom Haneke,,Hopewell Foundation,Harmony Film,,84 minutes,,"English, , Mandarin, , Wu",,"$1,205,934, [1]",https://en.wikipedia.org/wiki/From_Mao_to_Mozart:_Isaac_Stern_in_China,,,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1979 (1979)
",,,"United States, , China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,Ross Spears,Ross Spears,,,"Jude Cassidy, , Ross Spears",,Anthony Forma,,,James Agee Film Project,First Run Features,,98 minutes,United States,,,,https://en.wikipedia.org/wiki/Agee_(film),,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
November 14, 1980 (1980-11-14) (New York City)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,Jon H. Else,"David Peoples, , Janet Peoples, , Jon Else",,,"Jon H. Else, [1], , Peter Baker, , (executive producer)","Hans Bethe, , Robert Serber, , Robert Wilson, , Frank Oppenheimer, , I.I. Rabi, , Freeman Dyson, , Stanislaw Ulam, , J. Robert Oppenheimer,  (archive footage)","Tom McDonough, , David Espar, , Stephen Lighthill","David Peoples, , Ralph Wikke",Martin Bresnick,KTEH,"Pyramid Films, , PBS,  (television)",,88 minutes,United States,,,,https://en.wikipedia.org/wiki/The_Day_After_Trinity,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
January 20, 1981 (1981-01-20)
",,,,Paul Frees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053,David Bradbury,,,,"David Bradbury, [1]",,,,,,,,"54:04 minutes , [2]",Australia,,,,https://en.wikipedia.org/wiki/Front_Line_(film),,English,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,Dieter Hildebrandt,,,,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, Bengt von zur Mühlen[1]Arthur Cohn",,Nicolas Joray,,,,,,89 minutes,West Germany,,,,https://en.wikipedia.org/wiki/The_Yellow_Star:_The_Persecution_of_the_Jews_in_Europe_1933-45,,German,", 
1980 (1980)
",,,,Alexander Scourby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055,Arnold Schwartzman,"Martin Gilbert, , Marvin Hier, , Arnold Schwartzman, [1]",,,"Rabbi Marvin Hier, , Arnold Schwartzman, [2]",,Peter Shillingford,Bob Jenkis,"Elmer Bernstein, [4], [5]",Moriah Films,"United Artists,  Classics, [6]",,90 minutes,United States,,,,https://en.wikipedia.org/wiki/Genocide_(1981_film),,English,1981,,,,"Elizabeth Taylor, , Orson Welles, [3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,Jim Burroughs,John Brousek,,,,,,,,,,,60 minutes,,,,,https://en.wikipedia.org/wiki/Against_Wind_and_Tide:_A_Cuban_Odyssey,,,,,,,,,,,,,,,,,,,,,,,United States,English,,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
December 1981 (1981-12)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Documentary,,,,,,,,,,,,,,,,,,,,,"Susanne Bauman, , Jim Burroughs, , Harvey Flaxman, , Paul Neshamkin",PBS,,,,,,,Seven League Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Fanning,"Fort Chaffee, Arkansas, , Key West, , Mariel, Cuba, , Straits of Florida","Suzanne Bauman, , Paul Neshamkin",,,,,,,
4057,Ken Burns,Amy Stechler,,,"Ken Burns, [1], , Roger Sherman, , Buddy Squires, , Amy Stechler",,"Ken Burns, , Buddy Squires",Amy Stechler,"John Colby, [2]",,PBS,,58 minutes,United States,,,,https://en.wikipedia.org/wiki/Brooklyn_Bridge_(film),,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
November 8, 1981 (1981-11-08)
",,Florentine FilmsWETA-TVWNET,,David McCullough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,Mary Benjamin,,,,"Mary Benjamin, , Boyd Estus, , Susanne Simpson",Helen Caldicott,Boyd Estus,,,,Direct Cinema,,60 minutes,United States,,,,https://en.wikipedia.org/wiki/Eight_Minutes_to_Midnight:_A_Portrait_of_Dr._Helen_Caldicott,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1981 (1981)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059,"Glenn Silber, , Tetê Vasconcellos",Claudia Vianello,,,"Glenn Silber, , Tetê Vasconcellos, [1], , Claudia Vianello",,Newton Thomas Sigel,"Deborah Shaffer, , Kate Taverna",,,"Icarus Films, , WNET, [2]",,53 minutes,United States,,,,https://en.wikipedia.org/wiki/El_Salvador:_Another_Vietnam,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1981 (1981)
",,,,Mike Farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,John Zaritsky,,,,"Glenn Sarty, , John Zaritsky",,John Griffin,Gordon McClennan,,CBC,CBC,,90 minutes,Canada,,,,https://en.wikipedia.org/wiki/Just_Another_Missing_Kid,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
7 April 1981 (1981-04-07)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061,Sturla Gunnarsson,Steve Lucas,,,"Sturla Gunnarsson, , Arthur Hammond, , Steve Lucas",,Andreas Poulsson,Roger Mattiussi,,National Film Board of Canada,,,,Canada,,"$452,017",,https://en.wikipedia.org/wiki/After_the_Axe,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1982 (1982)
",,,,Roger Mattiussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,"Michel Chalufour, , John Karol",,,,,,,,,,,,59 minutes,,,,,https://en.wikipedia.org/wiki/Ben%27s_Mill,,,,,,,,,,,,,,,,,,,,,,,United States,English,,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1982 (1982)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michael Ambrosino, , Michel Chalufour, , John Karol",,,,,,,,Public Broadcasting Associates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Meg Switzgable,,,,Meg Switzgable,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
Frank Kaler
Rita Kaler
",", 
Barry Sonnenfeld
Robert Chappell
",Mona Davis,,Foresight Films,New Day Films,,60 minutes,United States,,,,https://en.wikipedia.org/wiki/In_Our_Water,,English,", 
January 6, 1982 (1982-01-06)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,Muriel Balash,,,,Joseph Wishy,"Patricia McBride, , , Anton Dolin",,,,,Alpha Repertory Television Service,,,,,,,https://en.wikipedia.org/wiki/A_Portrait_of_Giselle,,English,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}, 
1982 (1982)
",,ABC Video EnterprisesWishupon,"United States, , Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
